tweet,label,negation_flag,intensifier_flag,annotated_tweet,text
ولا انسى انها السبب الاول والرئيسي الي دمر نفسيتي وانها سببت لي اكتئاب لدرجه صرت اكلم دكاتره نفسين يساعدوني,1,0,0,ولا انسي انها السبب الاول والرئيسي الي دمر نفسيتي وانها سببت اكتئاب لدرجه صرت اكلم دكاتره نفسين يساعدوني,ولا انسي انها السبب الاول والرئيسي الي دمر نفسيتي وانها سببت لي اكتئاب لدرجه صرت اكلم دكاتره نفسين يساعدوني
أستلذ كثيرًا في فكرة الإنتحار لأنها الفكرة الوحيدة التي تجعل وضعي منطقيًا ومُبررًا,1,0,0,استلذ كثيرا فكره الانتحار لانها الفكره الوحيده التي تجعل وضعي منطقيا ومبررا,استلذ كثيرا في فكره الانتحار لانها الفكره الوحيده التي تجعل وضعي منطقيا ومبررا
وجع ألم أرق هلوسه هذيان قلق ترقب هلع أنين شجن رغم كل هذا تستمر الحياة,1,0,0,وجع الم ارق هلوسه هذيان قلق ترقب هلع انين شجن رغم تستمر الحياه,وجع الم ارق هلوسه هذيان قلق ترقب هلع انين شجن رغم كل هذا تستمر الحياه
جماعة الخير ترا الاكتئاب و القلق و غيرهم يعتبرن امراض نفسيه وركز لي على كلمة أمراض يعني يبالهم تشخيص و تاكد من,1,0,0,جماعه الخير ترا الاكتئاب القلق غيرهم يعتبرن امراض نفسيه وركز علي كلمه امراض يعني يبالهم تشخيص تاكد,جماعه الخير ترا الاكتئاب و القلق و غيرهم يعتبرن امراض نفسيه وركز لي علي كلمه امراض يعني يبالهم تشخيص و تاكد من
"العلاقه هذي سبت ثلاث شروخ بالقلب_x000D_
اكتئاب حاد _x000D_
كتمان مستمر _x000D_
انعدام الثقه بكل الناس",1,0,0,العلاقه هذي سبت ثلاث شروخ بالقلب اكتئاب حاد كتمان مستمر انعدام الثقه بكل الناس,العلاقه هذي سبت ثلاث شروخ بالقلب_x<NUM>D_اكتئاب حاد _x<NUM>D_كتمان مستمر _x<NUM>D_انعدام الثقه بكل الناس
انا انسان حزين منطفئ مكتئب فارغ و متعب و بحاجة إلي وقت طويل من الراحة في مكان بعيد ,1,0,0,انا انسان حزين منطفئ مكتئب فارغ متعب بحاجه الي وقت طويل الراحه مكان بعيد,انا انسان حزين منطفئ مكتئب فارغ و متعب و بحاجه الي وقت طويل من الراحه في مكان بعيد
بنص المذاكره تجيك نوبة هلع حدثني عن قلق الفاينلز,1,0,0,بنص المذاكره تجيك نوبه هلع حدثني قلق الفاينلز,بنص المذاكره تجيك نوبه هلع حدثني عن قلق الفاينلز
الانتحار حرام بس التعب النفسي بيدمر الواحد,1,0,0,الانتحار حرام التعب النفسي بيدمر الواحد,الانتحار حرام بس التعب النفسي بيدمر الواحد
"لَو لَم يِكون الانِتحار طَريقاً _x000D_
لنَار لَودعتكم مُنذ زَمن💔",1,0,0,الانتحار طريقا لنار لودعتكم منذ زمن💔,لو لم يكون الانتحار طريقا _x<NUM>D_لنار لودعتكم منذ زمن💔
اجتماعياً وعائلياً ومادياً مش كويس ساكت طول الوقت مبخرجش خالص صحابى من قبل رمضان مكلمتش حد بس مش مكتئب ,1,0,0,اجتماعيا وعائليا وماديا كويس ساكت طول الوقت مبخرجش خالص صحابي رمضان مكلمتش مكتئب,اجتماعيا وعائليا وماديا مش كويس ساكت طول الوقت مبخرجش خالص صحابي من قبل رمضان مكلمتش حد بس مش مكتئب
ابكي تحت الشاور,1,0,0,ابكي تحت الشاور,ابكي تحت الشاور
الاكتئاب الي فيني مب طبيعي😳,1,0,0,الاكتئاب الي فيني طبيعي😳,الاكتئاب الي فيني مب طبيعي😳
لما بقي عايزه اتسحل ف المطبخ كده بقي داخله ف حاله اكتئاب ف ربنا يستر انا قايمه اعمل كيكه,1,0,0,لما بقي عايزه اتسحل المطبخ كده بقي داخله حاله اكتئاب ربنا يستر انا قايمه اعمل كيكه,لما بقي عايزه اتسحل ف المطبخ كده بقي داخله ف حاله اكتئاب ف ربنا يستر انا قايمه اعمل كيكه
حقيقي يجيني الاكتئاب لاني احس اني موهنا ومش جالسه انسجم مع الناس حولي,1,0,0,حقيقي يجيني الاكتئاب لاني احس اني موهنا ومش جالسه انسجم الناس حولي,حقيقي يجيني الاكتئاب لاني احس اني موهنا ومش جالسه انسجم مع الناس حولي
هالوقت صاير بالنسبه لي كئيب فجأه تجيني كأبه ولا اطيق اي شي,1,0,0,هالوقت صاير بالنسبه كئيب فجاه تجيني كابه ولا اطيق,هالوقت صاير بالنسبه لي كئيب فجاه تجيني كابه ولا اطيق اي شي
واله الواحد مو عارف اهو اكتئاب ولا نضج ولا انعدام الشغف ولا تخلف ولا بس الي اعرفه ان فترة مو راضيه تعدي كلش,1,0,0,واله الواحد عارف اهو اكتئاب ولا نضج ولا انعدام الشغف ولا تخلف ولا الي اعرفه فتره راضيه تعدي كلش,واله الواحد مو عارف اهو اكتئاب ولا نضج ولا انعدام الشغف ولا تخلف ولا بس الي اعرفه ان فتره مو راضيه تعدي كلش
انا استاهل اكثر من اني اتمسك بعلاقه توكسك دخلتني اكتئاب وكره لذات,1,0,0,انا استاهل اكثر اني اتمسك بعلاقه توكسك دخلتني اكتئاب وكره لذات,انا استاهل اكثر من اني اتمسك بعلاقه توكسك دخلتني اكتئاب وكره لذات
انا اخذت بروزاك مدية طويلك وقفته وماجاني ادمان ولا شي اصلا سالفة يسب ادمان ذي خرافة — ايه البروزاك مايسب ادمان,1,0,0,انا اخذت بروزاك مديه طويلك وقفته وماجاني ادمان ولا اصلا سالفه يسب ادمان خرافه ايه البروزاك مايسب ادمان,انا اخذت بروزاك مديه طويلك وقفته وماجاني ادمان ولا شي اصلا سالفه يسب ادمان ذي خرافه - ايه البروزاك مايسب ادمان
مرحباً هذا المستخدم مكتئب,1,0,0,مرحبا المستخدم مكتئب,مرحبا هذا المستخدم مكتئب
رهاب اجتماعي وخوف المستقبل رغم اني متخص نفسي بس مازالت اثارها فيني واحاول احاربها بشتى الطرق مع الاسف,1,0,0,رهاب اجتماعي وخوف المستقبل رغم اني متخص نفسي مازالت اثارها فيني واحاول احاربها بشتي الطرق الاسف,رهاب اجتماعي وخوف المستقبل رغم اني متخص نفسي بس مازالت اثارها فيني واحاول احاربها بشتي الطرق مع الاسف
"ما أخاف لو عشت ب أيام انطوائيه_x000D_
في عزلة الناس والدنيا أنا راضيه _x000D_
َ ㅤ_x000D_
من خبرة سنين وظروف اجتماعيه _x000D_
بعض العلاقات مصنوعه على الفاضي",1,1,0,اخاف عشت ايام انطوائيه عزله الناس والدنيا انا راضيه خبره سنين وظروف اجتماعيه بعض العلاقات مصنوعه علي الفاضي,ما اخاف لو عشت ب ايام انطوائيه_x<NUM>D_في عزله الناس والدنيا انا راضيه _x<NUM>D_ ㅤ_x<NUM>D_من خبره سنين وظروف اجتماعيه _x<NUM>D_بعض العلاقات مصنوعه علي الفاضي
كيف نفسيتك عندك قلق او اكتئاب,1,0,0,نفسيتك عندك قلق اكتئاب,كيف نفسيتك عندك قلق او اكتئاب
فكرة الانتحار صايره تراودني هالايام,1,0,0,فكره الانتحار صايره تراودني هالايام,فكره الانتحار صايره تراودني هالايام
"انا الحزين الي على الحزن معتاد _x000D_
لا قلت غاب الحزن رجع يحتويني",1,1,0,انا الحزين الي علي الحزن معتاد قلت غاب الحزن رجع يحتويني,انا الحزين الي علي الحزن معتاد _x<NUM>D_لا قلت غاب الحزن رجع يحتويني
أبكي لأن الوجع ماهوب من كبري موجوع لأن البكا أصغر من أوجاعي,1,0,0,ابكي لان الوجع ماهوب كبري موجوع لان البكا اصغر اوجاعي,ابكي لان الوجع ماهوب من كبري موجوع لان البكا اصغر من اوجاعي
"لا شيء يحدث كما تمنيت_x000D_
أريد أن أبكي",1,1,0,شيء يحدث تمنيت اريد ابكي,لا شيء يحدث كما تمنيت_x<NUM>D_اريد ان ابكي
اكره هذا الفلم سبلي كآبة بطفولتي لما شفته,1,0,0,اكره الفلم سبلي كابه بطفولتي لما شفته,اكره هذا الفلم سبلي كابه بطفولتي لما شفته
نبي حزن نبي ضيم مانبي سعاده وانتعاش خلاص,1,0,0,نبي حزن نبي ضيم مانبي سعاده وانتعاش خلاص,نبي حزن نبي ضيم مانبي سعاده وانتعاش خلاص
انا فعلا في حاله اكتاب وحاولت الانتحار كذا مره واريد المساعده ارجوك,1,0,0,انا فعلا حاله اكتاب وحاولت الانتحار كذا مره واريد المساعده ارجوك,انا فعلا في حاله اكتاب وحاولت الانتحار كذا مره واريد المساعده ارجوك
مش قادر اعيش,1,0,0,قادر اعيش,مش قادر اعيش
اوف يا كآبه 😂,1,0,0,اوف كابه,اوف يا كابه 😂
قاعده ابكي من اول ماصحيت على شكله هنا ماقدر اتحمل انا هالته هنا تعبتني,1,0,0,قاعده ابكي اول ماصحيت علي شكله ماقدر اتحمل انا هالته تعبتني,قاعده ابكي من اول ماصحيت علي شكله هنا ماقدر اتحمل انا هالته هنا تعبتني
كمية كآبة والله مره كمية كبيره لدرجه ان راسي مصدع,1,0,0,كميه كابه والله مره كميه كبيره لدرجه راسي مصدع,كميه كابه والله مره كميه كبيره لدرجه ان راسي مصدع
اكتئاب أو انعزال نوبات هلع,1,0,0,اكتئاب انعزال نوبات هلع,اكتئاب او انعزال نوبات هلع
انا مرهقة لم يعد لدي طاقة للعيش,1,1,0,انا مرهقه يعد لدي طاقه للعيش,انا مرهقه لم يعد لدي طاقه للعيش
ماذا يحدث ولماذا بؤس حُزن شؤم تعب داخلنا يبكي لا أحد يستطيع أخذ ولو القليل من الراحة لان الجميع متعب,1,1,0,ماذا يحدث ولماذا بؤس حزن شؤم تعب داخلنا يبكي احد يستطيع اخذ ولو القليل الراحه لان الجميع متعب,ماذا يحدث ولماذا بؤس حزن شؤم تعب داخلنا يبكي لا احد يستطيع اخذ ولو القليل من الراحه لان الجميع متعب
ابي ابكي بس حقيقي مافيني,1,0,0,ابي ابكي حقيقي مافيني,ابي ابكي بس حقيقي مافيني
شكلي داخله ع فتره إكتئاب هتاخد وقت,1,0,0,شكلي داخله فتره اكتئاب هتاخد وقت,شكلي داخله ع فتره اكتئاب هتاخد وقت
الاسود مش كآبة الاسود اسلوب حياة 🖤,1,0,0,الاسود كابه الاسود اسلوب حياه,الاسود مش كابه الاسود اسلوب حياه 🖤
مخنوقه واحس بيني وبين الانفجار تكه.,1,0,0,مخنوقه واحس بيني وبين الانفجار تكه,مخنوقه واحس بيني وبين الانفجار تكه.
والعكس كذلك صحيح باختصار الابتعاد عن الناس سعادة وراحة وربي الناس قلق ومصلحجين واستغلالين وأنانين و,1,0,0,والعكس كذلك صحيح باختصار الابتعاد الناس سعاده وراحه وربي الناس قلق ومصلحجين واستغلالين وانانين,والعكس كذلك صحيح باختصار الابتعاد عن الناس سعاده وراحه وربي الناس قلق ومصلحجين واستغلالين وانانين و
لو كان الانتحار حلال كان اغلب الناس ماتعرفني,1,0,0,الانتحار حلال اغلب الناس ماتعرفني,لو كان الانتحار حلال كان اغلب الناس ماتعرفني
انا طاقه سلبيه تمشي على الارض هالايام ماعمري دخلت بالحاله ذي من قبل خايفه موت يكون اكتياب صدق,1,0,0,انا طاقه سلبيه تمشي علي الارض هالايام ماعمري دخلت بالحاله خايفه موت اكتياب صدق,انا طاقه سلبيه تمشي علي الارض هالايام ماعمري دخلت بالحاله ذي من قبل خايفه موت يكون اكتياب صدق
دخلت في عالم الاكتئاب الحاد,1,0,0,دخلت عالم الاكتئاب الحاد,دخلت في عالم الاكتئاب الحاد
الحقيقيه انا شايفه إن أحسن حاجه الواحد يقدمها لنفسه الفتره دي إنّه يتعود ع الحياه لوحده يعيش لوحده يخرج لوحده ,1,0,0,الحقيقيه انا شايفه احسن حاجه الواحد يقدمها لنفسه الفتره انه يتعود الحياه لوحده يعيش لوحده يخرج لوحده,الحقيقيه انا شايفه ان احسن حاجه الواحد يقدمها لنفسه الفتره دي انه يتعود ع الحياه لوحده يعيش لوحده يخرج لوحده
هاد الطريق آخره اكتئاب 🚶🏼‍♀️,1,0,0,هاد الطريق اخره اكتئاب 🚶🏼‍♀️,هاد الطريق اخره اكتئاب 🚶🏼♀️
عايز ابكي بحرقة,1,0,0,عايز ابكي بحرقه,عايز ابكي بحرقه
اشكرك دكتور على تجاوبك واعذرني على استفساري مين يحد او كيف اعرف هل هي حالة اكتئاب او شي اخر ولمن اذهب,1,0,0,اشكرك دكتور علي تجاوبك واعذرني علي استفساري مين يحد اعرف حاله اكتئاب اخر ولمن اذهب,اشكرك دكتور علي تجاوبك واعذرني علي استفساري مين يحد او كيف اعرف هل هي حاله اكتئاب او شي اخر ولمن اذهب
ياه شوفي انا ما عندي رهاب او خوف من التجمعات بس احس كاره الناس مرا بس بجلس لحالي وارتاح بهدوء وعزله,1,1,0,ياه شوفي انا عندي رهاب خوف التجمعات احس كاره الناس مرا بجلس لحالي وارتاح بهدوء وعزله,ياه شوفي انا ما عندي رهاب او خوف من التجمعات بس احس كاره الناس مرا بس بجلس لحالي وارتاح بهدوء وعزله
وله الواحد ما يدري هو اكتئاب ولا انطفاء ولا نضج ولا انعدام الشغف ولا تخلف ولا حالة نفسيه,1,1,0,وله الواحد يدري اكتئاب ولا انطفاء ولا نضج ولا انعدام الشغف ولا تخلف ولا حاله نفسيه,وله الواحد ما يدري هو اكتئاب ولا انطفاء ولا نضج ولا انعدام الشغف ولا تخلف ولا حاله نفسيه
خايفة من فكرة الاكتئاب مو قادرة ارجع شغفي بالأشياء الي أحبها مو قادرة أسوي شيء غير إني أصيح أكره اشوفني ضعيفة بس,1,1,0,خايفه فكره الاكتئاب قادره ارجع شغفي بالاشياء الي احبها قادره اسوي شيء غير اني اصيح اكره اشوفني ضعيفه,خايفه من فكره الاكتئاب مو قادره ارجع شغفي بالاشياء الي احبها مو قادره اسوي شيء غير اني اصيح اكره اشوفني ضعيفه بس
تم تفعيل مود اكتئاب ما قبل السفر,1,1,0,تفعيل مود اكتئاب السفر,تم تفعيل مود اكتئاب ما قبل السفر
يارا جدتي جاتها جلطه بالدماغ و بعدين طابت اتوقع او طابت شوي بعد الجلطة جاها اكتئاب وكل شوي تبكي ,1,0,0,يارا جدتي جاتها جلطه بالدماغ بعدين طابت اتوقع طابت شوي الجلطه جاها اكتئاب وكل شوي تبكي,يارا جدتي جاتها جلطه بالدماغ و بعدين طابت اتوقع او طابت شوي بعد الجلطه جاها اكتئاب وكل شوي تبكي
بس اعرف ابكي بس,1,0,0,اعرف ابكي,بس اعرف ابكي بس
حقيقي الأحداث الفلسطينية قاعدة ترجع لي الرهاب والوسواس 💔 بس ما اقدر اتغاضى لازم اشوف وانزل عندي اش اسوي 😭,1,1,0,حقيقي الاحداث الفلسطينيه قاعده ترجع الرهاب والوسواس اقدر اتغاضي لازم اشوف وانزل عندي اسوي,حقيقي الاحداث الفلسطينيه قاعده ترجع لي الرهاب والوسواس 💔 بس ما اقدر اتغاضي لازم اشوف وانزل عندي اش اسوي 😭
حذفت حسابي الاساسي من كثر الرهاب ه وش ذا,1,0,0,حذفت حسابي الاساسي كثر الرهاب,حذفت حسابي الاساسي من كثر الرهاب ه وش ذا
ضيجه حزن كئابه,1,0,0,ضيجه حزن كئابه,ضيجه حزن كئابه
انا بعد نفسك توني قبل سنتين اكتشفت انه عندي رهاب اجتماعي وبعد جم شهر بروح عند طبيب نفسي لاني حاولت كل الطرق,1,0,0,انا نفسك توني سنتين اكتشفت انه عندي رهاب اجتماعي وبعد شهر بروح طبيب نفسي لاني حاولت الطرق,انا بعد نفسك توني قبل سنتين اكتشفت انه عندي رهاب اجتماعي وبعد جم شهر بروح عند طبيب نفسي لاني حاولت كل الطرق
لا كيوي بقا بما انه اكتئاب 😍😂,1,1,0,كيوي بقا بما انه اكتئاب,لا كيوي بقا بما انه اكتئاب 😍😂
سلبية و حلطمة و شوية اكتئاب,1,0,0,سلبيه حلطمه شويه اكتئاب,سلبيه و حلطمه و شويه اكتئاب
كأبه 😭,1,0,0,كابه,كابه 😭
"هذي البنت واضح عندها اكتئاب حاد _x000D_
انصحك تعالجين وتلاقين هدف لحياتك وضعك مايطمن ابد 😟",1,0,0,هذي البنت واضح عندها اكتئاب حاد انصحك تعالجين وتلاقين هدف لحياتك وضعك مايطمن ابد,هذي البنت واضح عندها اكتئاب حاد _x<NUM>D_انصحك تعالجين وتلاقين هدف لحياتك وضعك مايطمن ابد 😟
اليوم كل شي يقولي ابكي,1,0,0,اليوم يقولي ابكي,اليوم كل شي يقولي ابكي
شايفه إن أحسن حاجة تقدمها لنفسك الفترة دي إنك تعود على الحياة لوحدك تعيش لوحدك تخرج لوحدك تاخد قرارات لوحدك مش,1,0,0,شايفه احسن حاجه تقدمها لنفسك الفتره انك تعود علي الحياه لوحدك تعيش لوحدك تخرج لوحدك تاخد قرارات لوحدك,شايفه ان احسن حاجه تقدمها لنفسك الفتره دي انك تعود علي الحياه لوحدك تعيش لوحدك تخرج لوحدك تاخد قرارات لوحدك مش
"قاعد مكتئب بسب حاجة _x000D_
محمد اما اروح افكر يوسف ب ٣ث _x000D_
حرام عليك يسطا واله😂💔",1,0,0,قاعد مكتئب بسب حاجه محمد اما اروح افكر يوسف حرام عليك يسطا واله😂💔,قاعد مكتئب بسب حاجه _x<NUM>D_محمد اما اروح افكر يوسف ب <NUM>ث _x<NUM>D_حرام عليك يسطا واله😂💔
حزينة بشكل غير مسبوق والله,1,1,0,حزينه بشكل غير مسبوق والله,حزينه بشكل غير مسبوق والله
ه انا اكتئاب اجل,1,0,0,انا اكتئاب اجل,ه انا اكتئاب اجل
"فيه حزن مكبوت والبوح غادر _x000D_
والشعر عيا لا يترجم همومي",1,1,0,فيه حزن مكبوت والبوح غادر والشعر عيا يترجم همومي,فيه حزن مكبوت والبوح غادر _x<NUM>D_والشعر عيا لا يترجم همومي
لا اعلم كيف سيزول كُل هذا الألم ,1,1,0,اعلم سيزول الالم,لا اعلم كيف سيزول كل هذا الالم
 اكتئاب و ضيقة 🙂 بس خلاص جالس امسح واحد واحد,1,0,0,اكتئاب ضيقه خلاص جالس امسح واحد واحد,اكتئاب و ضيقه 🙂 بس خلاص جالس امسح واحد واحد
أفكار الانتحار حاصرتني و تريد مني ان أخطي الخطوة الأولى,1,0,0,افكار الانتحار حاصرتني تريد مني اخطي الخطوه الاولي,افكار الانتحار حاصرتني و تريد مني ان اخطي الخطوه الاولي
"اريح بكثير_x000D_
على إلي نشوفه من حزن وكسر قلب كل يوم قلوب مكسره",1,0,0,اريح بكثير علي الي نشوفه حزن وكسر قلب يوم قلوب مكسره,اريح بكثير_x<NUM>D_علي الي نشوفه من حزن وكسر قلب كل يوم قلوب مكسره
خيبات الامل تتوالي,1,0,0,خيبات الامل تتوالي,خيبات الامل تتوالي
جو تويتر يجيب أكتئاب واله الناس كلها مهمومة,1,0,0,تويتر يجيب اكتئاب واله الناس كلها مهمومه,جو تويتر يجيب اكتئاب واله الناس كلها مهمومه
الناس شايفينى انى طالما بضحك ومبتسمة 24ساعة انى كده هطير من الفرحة ومعنديش مشاكل ومعرفش يعنى ايه حزن,1,0,0,الناس شايفيني اني طالما بضحك ومبتسمه ساعه اني كده هطير الفرحه ومعنديش مشاكل ومعرفش يعني ايه حزن,الناس شايفيني اني طالما بضحك ومبتسمه <NUM>ساعه اني كده هطير من الفرحه ومعنديش مشاكل ومعرفش يعني ايه حزن
جاني اكتئاب من الستيب,1,0,0,جاني اكتئاب الستيب,جاني اكتئاب من الستيب
اروح ابكي لين انام,1,0,0,اروح ابكي لين انام,اروح ابكي لين انام
😭 صادني اكتئاب,1,0,0,صادني اكتئاب,😭 صادني اكتئاب
اضحك واخفي حزن الايام,1,0,0,اضحك واخفي حزن الايام,اضحك واخفي حزن الايام
انا في مرحله اكتئاب متقدمه اوي,1,0,0,انا مرحله اكتئاب متقدمه اوي,انا في مرحله اكتئاب متقدمه اوي
لو كان الانتحار حلالاً ما بقيت🙂✨,1,1,0,الانتحار حلالا بقيت🙂✨,لو كان الانتحار حلالا ما بقيت🙂✨
و ما بدك يجينا اكتئاب,1,1,0,بدك يجينا اكتئاب,و ما بدك يجينا اكتئاب
كويس ان الواحد عارف ان الانتحار حرام,1,0,0,كويس الواحد عارف الانتحار حرام,كويس ان الواحد عارف ان الانتحار حرام
النهاية سبت لي اكتئاب مؤقت,1,0,0,النهايه سبت اكتئاب مؤقت,النهايه سبت لي اكتئاب مؤقت
انا عندي رهاب اجتماعي و تأتأة عالخفيف و انطوائي درجة اولى يعني حتى اقربائي اشوفهم بالاعياد بس,1,0,0,انا عندي رهاب اجتماعي تاتاه عالخفيف انطوائي درجه اولي يعني حتي اقربائي اشوفهم بالاعياد,انا عندي رهاب اجتماعي و تاتاه عالخفيف و انطوائي درجه اولي يعني حتي اقربائي اشوفهم بالاعياد بس
استاذ ابراهيم عالج الصدمه بالكتابه اختلال الانيه يقع خلفه خوف شديد وقلق وأحيانا اكتئاب اكلمك من تجربه,1,0,0,استاذ ابراهيم عالج الصدمه بالكتابه اختلال الانيه يقع خلفه خوف شديد وقلق واحيانا اكتئاب اكلمك تجربه,استاذ ابراهيم عالج الصدمه بالكتابه اختلال الانيه يقع خلفه خوف شديد وقلق واحيانا اكتئاب اكلمك من تجربه
يارب الجاي من ايامنا عوض لكل سوء وكل حزن مر على قلوبنا,1,0,0,يارب الجاي ايامنا عوض لكل سوء وكل حزن علي قلوبنا,يارب الجاي من ايامنا عوض لكل سوء وكل حزن مر علي قلوبنا
بنعمل قلق ف اي مكان❤👬,1,0,0,بنعمل قلق مكان❤👬,بنعمل قلق ف اي مكان❤👬
ليه الانتحار حرام,1,0,0,ليه الانتحار حرام,ليه الانتحار حرام
نفسي اصحي ملاقيش هاشتاجات ولا حرقة دم والاقي خلاص الدنيا اتحلت وربنا سهلها من عنده يارب انا جالي اكتئاب فوق الي عندي واله 😢💔,1,0,0,نفسي اصحي ملاقيش هاشتاجات ولا حرقه والاقي خلاص الدنيا اتحلت وربنا سهلها عنده يارب انا جالي اكتئاب فوق الي عندي واله,نفسي اصحي ملاقيش هاشتاجات ولا حرقه دم والاقي خلاص الدنيا اتحلت وربنا سهلها من عنده يارب انا جالي اكتئاب فوق الي عندي واله 😢💔
عملت كتاب مذكرات عاساس اكتب فيه اشياء تصير معي امت كبيتو لانو حرفيا حياتي روتين قاتل سببلي اكتئاب,1,0,0,عملت كتاب مذكرات عاساس اكتب فيه اشياء تصير معي امت كبيتو لانو حرفيا حياتي روتين قاتل سببلي اكتئاب,عملت كتاب مذكرات عاساس اكتب فيه اشياء تصير معي امت كبيتو لانو حرفيا حياتي روتين قاتل سببلي اكتئاب
حاس إني داخل علي اكتئاب سيكا,1,0,0,حاس اني داخل علي اكتئاب سيكا,حاس اني داخل علي اكتئاب سيكا
اكتئاب السنه الي راحت قاعد ينعاد,1,0,0,اكتئاب السنه الي راحت قاعد ينعاد,اكتئاب السنه الي راحت قاعد ينعاد
اضطراب نفسي,1,0,0,اضطراب نفسي,اضطراب نفسي
انا أكثر حدا مكتئب ممكن يخلي أي حدا مبسوط🌝😶‍🌫️,1,0,0,انا اكثر حدا مكتئب ممكن يخلي حدا مبسوط🌝😶‍🌫️,انا اكثر حدا مكتئب ممكن يخلي اي حدا مبسوط🌝😶🌫️
"✍️_x000D_
الخذلان هو اسوء شعور يمر على الانسان لانك تعلق آمالك وتوقعاتك بشخص واحد وعندما يفاجك بالخذلان تموت كل",1,0,0,الخذلان اسوء شعور يمر علي الانسان لانك تعلق امالك وتوقعاتك بشخص واحد وعندما يفاجك بالخذلان تموت,✍️_x<NUM>D_الخذلان هو اسوء شعور يمر علي الانسان لانك تعلق امالك وتوقعاتك بشخص واحد وعندما يفاجك بالخذلان تموت كل
معد اعرف الي فيني هو اكتئاب ولا انطفاء ولا نضج ولا انعدام شغف ولا تخلف ولا حاله نفسيه ولا هذي شخصيتي,1,0,0,معد اعرف الي فيني اكتئاب ولا انطفاء ولا نضج ولا انعدام شغف ولا تخلف ولا حاله نفسيه ولا هذي شخصيتي,معد اعرف الي فيني هو اكتئاب ولا انطفاء ولا نضج ولا انعدام شغف ولا تخلف ولا حاله نفسيه ولا هذي شخصيتي
كآبة كل يوم بدأت🖤,1,0,0,كابه يوم بدات🖤,كابه كل يوم بدات🖤
الذنب ذنبي انا حزين فعلا,1,0,0,الذنب ذنبي انا حزين فعلا,الذنب ذنبي انا حزين فعلا
أعاني من قلب قلق قلق جداً لحد الذي يجعل كل تلك الأمور الصغيرة عبارة عن عُقد,1,0,1,اعاني قلب قلق قلق جدا لحد الذي يجعل الامور الصغيره عباره عقد,اعاني من قلب قلق قلق جدا لحد الذي يجعل كل تلك الامور الصغيره عباره عن عقد
انا مكتئب و مستاء اعمل شنو — العب بجي,1,0,0,انا مكتئب مستاء اعمل شنو العب بجي,انا مكتئب و مستاء اعمل شنو - العب بجي
اكثر انسانه يجيها اكتئاب انا واحس بدي اموت,1,0,0,اكثر انسانه يجيها اكتئاب انا واحس بدي اموت,اكثر انسانه يجيها اكتئاب انا واحس بدي اموت
متعبة نفسيا لحد أني أشعر بالتعب الجسدي أود البكاء مثل ماكنت ابكي سابقا أود البكاء بشده ولكني لست قادره من شدة التعب,1,0,0,متعبه نفسيا لحد اني اشعر بالتعب الجسدي اود البكاء مثل ماكنت ابكي سابقا اود البكاء بشده ولكني لست قادره شده التعب,متعبه نفسيا لحد اني اشعر بالتعب الجسدي اود البكاء مثل ماكنت ابكي سابقا اود البكاء بشده ولكني لست قادره من شده التعب
"الفطور اليوم_x000D_
٥ حبات سمبوسه ٣ اكواب اكتئاب",1,0,0,الفطور اليوم حبات سمبوسه اكواب اكتئاب,الفطور اليوم_x<NUM>D_<NUM> حبات سمبوسه <NUM> اكواب اكتئاب
رمضان بيخلص وانا شايل هم اكتئاب يوم العيد باليل من دلوقتي,1,0,0,رمضان بيخلص وانا شايل اكتئاب يوم العيد باليل دلوقتي,رمضان بيخلص وانا شايل هم اكتئاب يوم العيد باليل من دلوقتي
ابكي ع ايش واخلي ايش😣😫😭,1,0,0,ابكي ايش واخلي ايش😣😫😭,ابكي ع ايش واخلي ايش😣😫😭
انا زيك ضميري يأنبني مرة من صوة الضمير صحيتهم من النوم ياكلون وانا ابكي,1,0,0,انا زيك ضميري يانبني مره صوه الضمير صحيتهم النوم ياكلون وانا ابكي,انا زيك ضميري يانبني مره من صوه الضمير صحيتهم من النوم ياكلون وانا ابكي
أنا أكثر شخص مكتئب ويضحك,1,0,0,انا اكثر شخص مكتئب ويضحك,انا اكثر شخص مكتئب ويضحك
عندنا العنصريه عالسمر اكثر اذكر شخص كان معي بالفصل كانوا يقولون له عبد كويحه اسود حر,1,0,0,عندنا العنصريه عالسمر اكثر اذكر شخص معي بالفصل كانوا يقولون عبد كويحه اسود,عندنا العنصريه عالسمر اكثر اذكر شخص كان معي بالفصل كانوا يقولون له عبد كويحه اسود حر
على الواحد معد يدري هو اكتئاب ولا انطفاء ولا نضج ولا انعدام الشغف ولا تخلف ولا حاله نفسيه ولا هذي شخصيته,1,0,0,علي الواحد معد يدري اكتئاب ولا انطفاء ولا نضج ولا انعدام الشغف ولا تخلف ولا حاله نفسيه ولا هذي شخصيته,علي الواحد معد يدري هو اكتئاب ولا انطفاء ولا نضج ولا انعدام الشغف ولا تخلف ولا حاله نفسيه ولا هذي شخصيته
الواحد قلبه مليان عتاب وزعل وحاس بكميه حزن وقهر وكأن الدنيا بحالها دايسه علي قلبه يارب بحق بركه الايام المفترجه,1,0,0,الواحد قلبه مليان عتاب وزعل وحاس بكميه حزن وقهر وكان الدنيا بحالها دايسه علي قلبه يارب بحق بركه الايام المفترجه,الواحد قلبه مليان عتاب وزعل وحاس بكميه حزن وقهر وكان الدنيا بحالها دايسه علي قلبه يارب بحق بركه الايام المفترجه
